rcid,company,factset_entity_id,clean_company,Matched_Excel_Company_ID
549058,"Rigel Pharmaceuticals, Inc.",002S8R-E,rigel pharmaceuticals inc,IQ33851
63547,"Forescout Technologies, Inc.",062Y2C-E,forescout technologies inc,IQ1103127
528949,Radian Group Inc.,002K2T-E,radian group inc,IQ320709
22149558,SecureWorks Corp.,00C48W-E,secureworks corp,IQ309318871
305012,"Thermo Fisher Scientific, Inc.",06LJVN-E,thermo fisher scientific inc,IQ97023
440342,Bio-Techne Corp.,000XKX-E,biotechne corp,IQ189488
154888,Repligen Corp.,000VCV-E,repligen corp,IQ33769
152474,"Co-Diagnostics, Inc.",0GR1Q7-E,codiagnostics inc,IQ60358987
832161,"Exelixis, Inc.",002SHN-E,exelixis inc,IQ28338
411213,"Neuronetics, Inc.",006VKV-E,neuronetics inc,IQ3177427
7617622,"Ashland, Inc.",0G98QR-E,ashland inc,IQ252339
22149770,LyondellBasell Industries NV,00CJL5-E,lyondellbasell industries nv,IQ792424
1258394,G-III Apparel Group Ltd.,000KV4-E,giii apparel group ltd,IQ274166
196576,Immersion Corp.,002MBD-E,immersion corp,IQ93473
766798,"PLx Pharma, Inc.",0GZJT1-E,plx pharma inc,IQ8265626
1374585,Omeros Corp.,005P05-E,omeros corp,IQ32388
133681,Kaman Corp.,000NDR-E,kaman corp,IQ282415
597637,Carnival Corp.,003GTW-E,carnival corp,IQ258823
22148144,"El Pollo Loco Holdings, Inc.",00884Z-E,el pollo loco holdings inc,IQ21919911
402382,"Molina Healthcare, Inc.",0046TH-E,molina healthcare inc,IQ4107517
232733,"iMedia Brands, Inc.",000Y9R-E,imedia brands inc,IQ104117
348323,eGain Corp.,002L4J-E,egain corp,IQ27928
606871,"Dick's Sporting Goods, Inc.",0040KQ-E,dicks sporting goods inc,IQ27561
761068,"Light & Wonder, Inc.",000CG6-E,light wonder inc,IQ575813074
396968,Raytheon Technologies Corp.,0M6FSJ-E,raytheon technologies corp,IQ159230
303939,"Malibu Boats, Inc.",0DH9VG-E,malibu boats inc,IQ4289434
1057249,"Alteryx, Inc.",070M60-E,alteryx inc,IQ8548197
1301274,Uranium Energy Corp.,007HW6-E,uranium energy corp,IQ23428489
728359,Oil-Dri Corp. of America,000STP-E,oildri corp of america,IQ293170
1060666,"Zendesk, Inc.",07N5YW-E,zendesk inc,IQ46240937
371259,"Belden, Inc.",06S131-E,belden inc,IQ200199
366193,Pulmonx Corp.,007QR8-E,pulmonx corp,IQ8446085
8065592,"SELLAS Life Sciences Group, Inc.",0HTZW0-E,sellas life sciences group inc,IQ262231850
638399,"Autoliv, Inc.",001MF2-E,autoliv inc,IQ361581
905616,"Chicken Soup for the Soul Entertainment, Inc.",0GWNQW-E,chicken soup for the soul entertainment inc,IQ347352380
110910,Devon Energy Corp.,000HJ2-E,devon energy corp,IQ266510
1183271,"Avid Technology, Inc.",000CGG-E,avid technology inc,IQ25334
433295,"Minerals Technologies, Inc.",000Q24-E,minerals technologies inc,IQ320303
786006,Hyatt Hotels Corp.,0789KJ-E,hyatt hotels corp,IQ13103664
22150879,"XBiotech, Inc.",00GL6Z-E,xbiotech inc,IQ216818432
527754,"Smartsheet, Inc.",008DJ4-E,smartsheet inc,IQ34978780
21036313,"Surgalign Holdings, Inc.",0KQ7HW-E,surgalign holdings inc,IQ127800
502241,DISH Network Corp.,00156C-E,dish network corp,IQ110001
430232,MannKind Corp.,005SV0-E,mannkind corp,IQ9282918
989908,Vericel Corp.,001DJZ-E,vericel corp,IQ24153
1107166,"Aspen Aerogels, Inc.",003KB3-E,aspen aerogels inc,IQ3044099
491954,"Clearside Biomedical, Inc.",0C9N4V-E,clearside biomedical inc,IQ145617165
1364341,"Zion Oil & Gas, Inc.",003J47-E,zion oil gas inc,IQ1276200
914458,"Agilysys, Inc.",000TGM-E,agilysys inc,IQ297147
342638,CSX Corp.,000FFC-E,csx corp,IQ257948
674277,National Research Corp.,001RG1-E,national research corp,IQ366847
355917,"ClearOne, Inc.",000ZYP-E,clearone inc,IQ274944
22142761,"United Parcel Service, Inc.",000Y4G-E,united parcel service inc,IQ238570
651088,Cerus Corp.,001BXV-E,cerus corp,IQ26334
1048297,"DermTech, Inc.",0LDW09-E,dermtech inc,IQ732221
1187490,Albemarle Corp.,000BP5-E,albemarle corp,IQ262180209
154589,"Amedisys, Inc.",0015VP-E,amedisys inc,IQ347535
637575,"Gentherm, Inc.",0010PL-E,gentherm inc,IQ339745
288161,KLA Corp.,001NWQ-E,kla corp,IQ282225
1695855,Akts,00FXK3-E,akts,
983522,Viad Corp.,000HJP-E,viad corp,IQ177500
49704,UroGen Pharma Ltd.,0CV67B-E,urogen pharma ltd,IQ240702165
299268,"HyreCar, Inc.",0HLGW4-E,hyrecar inc,IQ542762173
1282305,ContraFect Corp.,07CR38-E,contrafect corp,IQ112206719
1096267,Helen of Troy Ltd.,0018J2-E,helen of troy ltd,IQ277500
263644,"Howmet Aerospace, Inc.",0GTRCJ-E,howmet aerospace inc,IQ416264458
8085549,"nCino, Inc.",0Q5FDX-E,ncino inc,IQ226872615
766625,"Adobe, Inc.",000BJT-E,adobe inc,IQ24321
986341,"Procore Technologies, Inc.",074LCP-E,procore technologies inc,IQ29510794
1214055,Eastman Kodak Co.,000HWH-E,eastman kodak co,IQ93396
917104,"Biogen, Inc.",00167Y-E,biogen inc,IQ29726
435316,"Tucows, Inc.",001739-E,tucows inc,
22186652,"Hyster-Yale Materials Handling, Inc.",0819JQ-E,hysteryale materials handling inc,IQ2125636
873807,Ciena Corp.,001FR9-E,ciena corp,IQ26486
627319,"Forrester Research, Inc.",001CK4-E,forrester research inc,IQ356418
999239,"FTI Consulting, Inc.",001B91-E,fti consulting inc,IQ28754
1268157,"Kelly Services, Inc.",000NH4-E,kelly services inc,IQ282655
51675,"Xylem, Inc.",0C4770-E,xylem inc,IQ118218449
21023141,"Dell Technologies, Inc.",0GGD8K-E,dell technologies inc,IQ266017
7230,"LiveOne, Inc.",00CM2Q-E,liveone inc,
21014749,"Revolve Group, Inc.",0F174K-E,revolve group inc,IQ583985474
1373831,"Hurco Cos., Inc.",000LVN-E,hurco cos inc,
20921792,"Kulicke & Soffa Industries, Inc.",000NY1-E,kulicke soffa industries inc,IQ283588
842731,"Vertex, Inc.",05MDGZ-E,vertex inc,IQ969374
525718,"PTC, Inc.",000T43-E,ptc inc,IQ32710
923586,"Yelp, Inc.",007SJT-E,yelp inc,IQ24558792
562042,"General Mills, Inc.",000KYW-E,general mills inc,IQ274715
1049245,"Mattel, Inc.",000PK1-E,mattel inc,IQ31197
22267151,"Aveanna Healthcare Holdings, Inc.",0NNY2Y-E,aveanna healthcare holdings inc,IQ575366670
22261362,"The AZEK Co., Inc.",0M0FHK-E,the azek co inc,IQ27194630
1195979,"Verisk Analytics, Inc.",00BDWZ-E,verisk analytics inc,IQ1027055
143,"Applied Optoelectronics, Inc.",008X2J-E,applied optoelectronics inc,IQ1043391
769693,"ShotSpotter, Inc.",062GX5-E,shotspotter inc,IQ9495375
22265682,"Affirm Holdings, Inc.",0N4938-E,affirm holdings inc,IQ695381746
322312,Danaher Corp.,000FHS-E,danaher corp,IQ265621
20929719,UTStarcom Holdings Corp.,00D5TC-E,utstarcom holdings corp,IQ98492
687267,"Tempur Sealy International, Inc.",004ZZ8-E,tempur sealy international inc,IQ3289679
952179,"Claxson Interactive Group, Inc.",003BXG-E,claxson interactive group inc,IQ21029
1146370,"Jabil, Inc.",0012RM-E,jabil inc,IQ96078
935684,United States Steel Corp.,003GLW-E,united states steel corp,IQ314896
20924375,"Charles River Laboratories International, Inc.",002Q0C-E,charles river laboratories international inc,IQ91093
245436,"Brightcove, Inc.",063CBM-E,brightcove inc,IQ20745491
947501,Colgate-Palmolive Co.,000DXS-E,colgatepalmolive co,IQ262247
494743,"Helios Technologies, Inc.",001D5Q-E,helios technologies inc,IQ354502
1401341,"NetApp, Inc.",0758Z9-E,netapp inc,IQ32052
22267578,Valaris Ltd.,0NSQBN-E,valaris ltd,
1139714,"Tapestry, Inc.",002YTH-E,tapestry inc,IQ526573
22222270,"Lantheus Holdings, Inc.",0CJ670-E,lantheus holdings inc,IQ8285048
1211677,"First Solar, Inc.",008FJT-E,first solar inc,IQ4593731
967772,OFG Bancorp,001GNT-E,ofg bancorp,IQ294078
231616,"bebe stores, inc.",0021TV-E,bebe stores inc,IQ385464
703568,"HireQuest, Inc.",0LFT9X-E,hirequest inc,IQ26685404
369486,"Century Communities, Inc.",00FHSG-E,century communities inc,IQ237656125
977427,"Broadcom, Inc.",0JCLYY-E,broadcom inc,IQ25016048
595342,"Seres Therapeutics, Inc.",0CT325-E,seres therapeutics inc,IQ222388947
378883,"Cloudera, Inc.",07LHZ8-E,cloudera inc,IQ54070696
864132,"Merck & Co., Inc.",000PQC-E,merck co inc,IQ288502
1049277,"Champions Oncology, Inc.",06NL2Z-E,champions oncology inc,IQ323655
1545483,PAR Technology Corp.,000T3Y-E,par technology corp,IQ294978
971709,"Sun Life Financial, Inc.",002YSD-E,sun life financial inc,IQ412944
494205,"The Home Depot, Inc.",000LR9-E,the home depot inc,IQ278679
22149117,Graphic Packaging Holding Co.,00B1TT-E,graphic packaging holding co,IQ33880
952481,Cyanotech Corp.,000FGJ-E,cyanotech corp,IQ318447
30814,"PaySign, Inc.",06L6Q9-E,paysign inc,IQ8106735
337515,"Comerica, Inc.",000F01-E,comerica inc,IQ318670
1085814,"Upland Software, Inc.",0B5S8C-E,upland software inc,IQ1265495
1076727,Heska Corp.,001NG4-E,heska corp,IQ29433
1154223,American Well Corp.,0093HR-E,american well corp,IQ46103274
1404449,"John Wiley & Sons, Inc.",000YWP-E,john wiley sons inc,IQ314242
1348852,"Liquidity Services, Inc.",006DZ7-E,liquidity services inc,IQ137610
248152,"CareDx, Inc.",005SGQ-E,caredx inc,IQ9985914
46101,Comtech Telecommunications Corp.,000F31-E,comtech telecommunications corp,IQ262961
115177,"Salesforce, Inc.",0058W5-E,salesforce inc,
1186567,"Standard BioTools, Inc.",003HR7-E,standard biotools inc,
21026097,"DigitalOcean Holdings, Inc.",0GZQ1T-E,digitalocean holdings inc,IQ243910980
963403,Scholastic Corp.,000VS0-E,scholastic corp,IQ37870
1186459,"Mersana Therapeutics, Inc.",007RJ8-E,mersana therapeutics inc,IQ1623526
1062606,"Agios Pharmaceuticals, Inc.",00BBFF-E,agios pharmaceuticals inc,IQ46539787
21044658,Amalgamated Financial Corp.,0MT9M9-E,amalgamated financial corp,IQ4935718
721944,"TravelCenters of America, Inc.",008VCN-E,travelcenters of america inc,IQ128540
476060,"A10 Networks, Inc.",079V22-E,a10 networks inc,IQ24734352
22145092,"Berkshire Hills Bancorp, Inc.",002VXH-E,berkshire hills bancorp inc,IQ416800
848951,"Aviat Networks, Inc.",06JRZ2-E,aviat networks inc,IQ30028982
1168432,"LivePerson, Inc.",002RVT-E,liveperson inc,IQ30886
872339,Sempra Energy,00247H-E,sempra energy,IQ120622
8053793,"Albertsons Cos., Inc.",0FMYSW-E,albertsons cos inc,
1173091,"On Deck Capital, Inc.",009V77-E,on deck capital inc,IQ39505578
22142245,Fifth Third Bancorp,000JND-E,fifth third bancorp,IQ270961
1001770,Hexcel Corp.,000LNP-E,hexcel corp,IQ278513
1426262,"XCel Brands, Inc.",002FQ2-E,xcel brands inc,IQ141124439
20922730,"Streamline Health Solutions, Inc.",0017CW-E,streamline health solutions inc,IQ30686
22150300,Oportun Financial Corp.,00DNXD-E,oportun financial corp,IQ33406730
463638,"WW International, Inc.",002VQN-E,ww international inc,IQ754046
439395,"Enbridge, Inc.",001ZGF-E,enbridge inc,IQ280420
656100,"New Relic, Inc.",076WRN-E,new relic inc,IQ44316034
539828,GrowGeneration Corp.,0FWB2F-E,growgeneration corp,IQ261909118
857596,United Therapeutics Corp.,002G54-E,united therapeutics corp,IQ36018
290603,Mercury General Corp.,000PQH-E,mercury general corp,IQ287366
1059660,"Innovative Solutions & Support, Inc.",002XVP-E,innovative solutions support inc,IQ29957
1221768,"Fiserv, Inc.",000KJ3-E,fiserv inc,IQ1062861
714232,"The Hackett Group, Inc.",0020LX-E,the hackett group inc,IQ24892
430242,Fox Corp.,0KHSWP-E,fox corp,IQ11899470
1151189,"Vertex Pharmaceuticals, Inc.",000YJB-E,vertex pharmaceuticals inc,IQ36235
1070638,"UnitedHealth Group, Inc.",000Y3J-E,unitedhealth group inc,IQ104673
1003302,"Travere Therapeutics, Inc.",0D0JWQ-E,travere therapeutics inc,IQ133551169
222592,"Avalara, Inc.",007W2L-E,avalara inc,IQ13626992
20925830,"Compass Minerals International, Inc.",004FVS-E,compass minerals international inc,IQ5381745
237844,First American Financial Corp.,094YLL-E,first american financial corp,IQ43182327
21038694,"Dynatrace, Inc.",0L70Q2-E,dynatrace inc,IQ628406634
22143178,Horace Mann Educators Corp.,0015BK-E,horace mann educators corp,IQ318898
20929821,"Restoration Hardware, Inc.",00DFBD-E,restoration hardware inc,IQ428140679
22142913,The Allstate Corp.,0011FZ-E,the allstate corp,IQ18711
1496058,"Bread Financial Holdings, Inc.",002RBQ-E,bread financial holdings inc,IQ266186136
232175,"Spectrum Pharmaceuticals, Inc.",001DWK-E,spectrum pharmaceuticals inc,IQ371481
22143924,"C.H. Robinson Worldwide, Inc.",001RND-E,ch robinson worldwide inc,IQ368470
160960,Huntsman Corp.,061SW6-E,huntsman corp,IQ165298
62131,Virtusa Corp.,006JDY-E,virtusa corp,IQ424735
197273,Amdocs Ltd.,0025KH-E,amdocs ltd,IQ24686
1142109,"Peloton Interactive, Inc.",00F8JF-E,peloton interactive inc,IQ225591096
963344,Incyte Corp.,000M2Q-E,incyte corp,IQ332954
22146106,"Hawaiian Holdings, Inc.",003XC8-E,hawaiian holdings inc,IQ131627
1150829,Travel + Leisure Co.,068T0P-E,travel leisure co,IQ31063165
74385,"1-800-FLOWERS.COM, Inc.",002JD9-E,1800flowerscom inc,IQ24085
22241422,Varex Imaging Corp.,0G8KS0-E,varex imaging corp,IQ379834366
806178,Atlantic Union Bankshares Corp.,09HT7H-E,atlantic union bankshares corp,IQ361216
22142788,"Washington Trust Bancorp, Inc.",000YPT-E,washington trust bancorp inc,IQ312897
342375,Glaukos Corp.,008TKK-E,glaukos corp,IQ3131592
535792,"Cross Country Healthcare, Inc.",003B0S-E,cross country healthcare inc,IQ27189
1139545,Phillips 66,0C7248-E,phillips 66,IQ27306532
18027,"The Bon-Ton Stores, Inc.",0013SM-E,the bonton stores inc,IQ321590
541751,"Bandwidth, Inc.",05MJX8-E,bandwidth inc,IQ1054561
1442405,"BRP Group, Inc.",0LGNNL-E,brp group inc,IQ427546442
654118,Texas Instruments Incorporated (654118),000XNY-E,texas instruments,IQ140283
745033,The Walt Disney Co.,000HLG-E,the walt disney co,IQ191564
828625,General Dynamics Corp.,000KYC-E,general dynamics corp,IQ274561
25373,The Southern Co.,000WQ5-E,the southern co,IQ120623
772320,"Retractable Technologies, Inc.",002YZ3-E,retractable technologies inc,IQ747507
443107,"ANSYS, Inc.",0016CD-E,ansys inc,IQ24893
416104,The ODP Corp.,0MJHR2-E,the odp corp,IQ32356
364290,"EyePoint Pharmaceuticals, Inc.",05TJPZ-E,eyepoint pharmaceuticals inc,IQ4481199
920218,"Vital Farms, Inc.",0D1D0N-E,vital farms inc,IQ231730321
7969086,"Paycom Software, Inc.",00FX5R-E,paycom software inc,IQ254225545
726086,"PRGX Global, Inc.",00190S-E,prgx global inc,IQ35444
20991909,Beam Global,09Q7Z7-E,beam global,IQ34792193
20921942,"Altria Group, Inc.",000TCH-E,altria group inc,IQ296308
1292281,"Advanced Micro Devices, Inc.",000BK7-E,advanced micro devices inc,IQ168864
760499,Kewaunee Scientific Corp.,000NSS-E,kewaunee scientific corp,IQ282867
380434,"Walker & Dunlop, Inc.",07KBQL-E,walker dunlop inc,IQ49410774
905996,"UiPath, Inc.",0J7HVD-E,uipath inc,IQ343303132
807572,"HP, Inc.",000LNN-E,hp inc,IQ108856
829185,"Marsh & McLennan Cos., Inc.",000PH0-E,marsh mclennan cos inc,IQ473342
806803,"Drive Shack, Inc.",0026K5-E,drive shack inc,IQ2557861
22142112,Capital One Financial Corp.,000DB4-E,capital one financial corp,IQ336241
107613,"Fossil Group, Inc.",000KPH-E,fossil group inc,IQ317037
513534,Madison Square Garden Entertainment Corp.,0M3FN0-E,madison square garden entertainment corp,IQ572161426
826936,"Vera Bradley, Inc.",00CNZ0-E,vera bradley inc,IQ4524855
754499,"Cohu, Inc.",000DXK-E,cohu inc,IQ262125
669865,Chase Corp.,000DN3-E,chase corp,IQ2751776
22144246,"Lincoln Electric Holdings, Inc.",002499-E,lincoln electric holdings inc,IQ338562
195805,"KAR Auction Services, Inc.",06Q9HM-E,kar auction services inc,IQ33402796
1181876,WestRock Co.,0KBSXG-E,westrock co,IQ33897
1311281,"Trimble, Inc.",00182C-E,trimble inc,IQ126411
20957436,Avaya Holdings Corp.,06YZ9R-E,avaya holdings corp,IQ224812364
339161,Sleep Number Corp.,0026CQ-E,sleep number corp,IQ34176
678236,Veritiv Corp.,0DQ51S-E,veritiv corp,IQ257035113
1426066,"Corcept Therapeutics, Inc.",003H0G-E,corcept therapeutics inc,IQ1423826
112183,MGM Resorts International,000PYP-E,mgm resorts international,IQ286798
171890,"AstroNova, Inc.",000CCP-E,astronova inc,IQ251995
561336,"Zscaler, Inc.",07NR9R-E,zscaler inc,IQ58838228
38171,Boyd Gaming Corp.,00142F-E,boyd gaming corp,IQ327880
22245407,The Simply Good Foods Co.,0GYY45-E,the simply good foods co,IQ366893563
384634,"Mestek, Inc.",000PVS-E,mestek inc,IQ288703
573442,Zebra Technologies Corp.,000Z32-E,zebra technologies corp,IQ393488
888557,The Timken Co.,000XRD-E,the timken co,IQ308582
22146297,AXIS Capital Holdings Ltd.,004BVL-E,axis capital holdings ltd,IQ4793955
1109560,Pfizer Inc.,000TBT-E,pfizer inc,IQ162270
538638,Dover Corp.,000HN5-E,dover corp,IQ174901
3576,"Ethan Allen Interiors, Inc.",0011CH-E,ethan allen interiors inc,IQ28258
76312,"NanoString Technologies, Inc.",065C1X-E,nanostring technologies inc,IQ9648933
468922,"Sonic Automotive, Inc.",001RJL-E,sonic automotive inc,IQ370122
600578,"Crown Holdings, Inc.",05KK69-E,crown holdings inc,IQ27199
77051,Lionbridge Technologies LLC (Delware),002L85-E,lionbridge technologies,IQ30860
946082,LendingClub Corp.,009K9R-E,lendingclub corp,IQ34600869
311348,"SPS Commerce, Inc.",05L9QP-E,sps commerce inc,IQ34696
24434,"Voya Financial, Inc.",05LY00-E,voya financial inc,IQ1008249
1370,"Pinterest, Inc.",00C5ZQ-E,pinterest inc,IQ139264388
9049,"Freshpet, Inc.",0095GF-E,freshpet inc,IQ34990682
444851,"Ideal Power, Inc.",00CYG0-E,ideal power inc,IQ244182766
7375,"Marriott International, Inc.",001YRD-E,marriott international inc,IQ31148
22253116,"Elanco Animal Health, Inc.",0JVC5L-E,elanco animal health inc,IQ576158911
376276,"Rimini Street, Inc.",0HHL8B-E,rimini street inc,IQ23943463
1076393,"Paychex, Inc.",000T67-E,paychex inc,IQ295368
988580,NewMarket Corp.,005KT5-E,newmarket corp,IQ270395
861856,"electroCore, Inc.",09ZYR2-E,electrocore inc,IQ224595724
393421,"Anterix, Inc.",006FLJ-E,anterix inc,IQ26792143
6026,"Veeva Systems, Inc.",00938Y-E,veeva systems inc,IQ33414482
371876,Parker-Hannifin Corp.,000T4W-E,parkerhannifin corp,IQ295170
1339386,"Tootsie Roll Industries, Inc.",000XSD-E,tootsie roll industries inc,IQ308896
294759,"Evolent Health, Inc.",0D48PX-E,evolent health inc,IQ225523981
1490159,Fair Isaac Corp.,000JFV-E,fair isaac corp,IQ270427
464717,AECOM,05MQRP-E,aecom,IQ701179
578484,"Entegris, Inc.",002QS3-E,entegris inc,IQ416404
378605,"Marathon Digital Holdings, Inc.",00CY6L-E,marathon digital holdings inc,IQ158387416
713975,"Red Robin Gourmet Burgers, Inc.",003WTW-E,red robin gourmet burgers inc,IQ131943
22148054,"Genius Brands International, Inc.",0082SV-E,genius brands international inc,IQ27370569
343942,"DocuSign, Inc.",005WNY-E,docusign inc,IQ9817309
7525063,"Delta Apparel, Inc.",002QY0-E,delta apparel inc,IQ527748
949223,"Viatris, Inc.",0LKLMN-E,viatris inc,IQ290203
866870,"H&R Block, Inc.",000LCV-E,hr block inc,IQ276601
358422,"QAD, Inc.",001PLQ-E,qad inc,IQ370621
20929890,"CrowdStrike Holdings, Inc.",00DL89-E,crowdstrike holdings inc,IQ420347413
597965,Dean Foods Co.,0015Q5-E,dean foods co,IQ34883
22144010,"Choice Hotels International, Inc.",001W1C-E,choice hotels international inc,IQ370714
1071058,"Homology Medicines, Inc.",0FZZYY-E,homology medicines inc,IQ321461593
1159326,Energy Transfer LP,067JKW-E,energy transfer lp,IQ23812789
220173,Global Industrial Co.,00159H-E,global industrial co,
203615,"PGT Innovations, Inc.",0082WG-E,pgt innovations inc,IQ6628356
1318676,"Magnite, Inc.",06Y444-E,magnite inc,IQ37502896
244971,Hormel Foods Corp.,000LS4-E,hormel foods corp,IQ279042
12976,"Unifi, Inc.",000Y1C-E,unifi inc,IQ190965
124546,"PPG Industries, Inc.",000TLX-E,ppg industries inc,IQ4121267
896036,"Harte-Hanks, Inc.",0022S1-E,hartehanks inc,
1235888,CVD Equipment Corp.,0019JB-E,cvd equipment corp,IQ257184
1214068,"Cloudflare, Inc.",00C9MC-E,cloudflare inc,IQ81851700
1467860,"Insight Enterprises, Inc.",0014LH-E,insight enterprises inc,IQ336930
80824,Waters Corp.,0011S2-E,waters corp,IQ36475
598085,"Aerojet Rocketdyne Holdings, Inc.",000KXW-E,aerojet rocketdyne holdings inc,IQ274419
1012421,Commercial Metals Co.,000F0N-E,commercial metals co,IQ262639
1035037,"Ulta Beauty, Inc.",0GT085-E,ulta beauty inc,IQ35929
861516,"The Bancorp, Inc. (Delaware)",05TNM0-E,the bancorp inc,IQ430453
97906,"SunRun, Inc.",009TBL-E,sunrun inc,IQ44576381
1433732,"Wolverine World Wide, Inc.",000YZW-E,wolverine world wide inc,IQ315210
22242854,Johnson Controls International Plc,0GHYSV-E,johnson controls international plc,IQ282590
1104097,American Express Co.,000BY7-E,american express co,IQ92001
22142741,Trustmark Corp.,000XYC-E,trustmark corp,IQ309540
735941,"Cass Information Systems, Inc.",0014DR-E,cass information systems inc,IQ369520
432986,"Marinus Pharmaceuticals, Inc.",006M3L-E,marinus pharmaceuticals inc,IQ7606380
1063708,"CorMedix, Inc.",009KMF-E,cormedix inc,IQ79611048
1330983,"ViaSat, Inc.",001CQK-E,viasat inc,IQ359638
1148476,"Werner Enterprises, Inc.",000YSM-E,werner enterprises inc,IQ313266
1352575,"Oceaneering International, Inc.",000SSJ-E,oceaneering international inc,IQ94799
979313,"SI-BONE, Inc.",00BXYG-E,sibone inc,IQ111902909
1418083,FONAR Corp.,000KM4-E,fonar corp,IQ273298
407941,"FuelCell Energy, Inc.",002MX0-E,fuelcell energy inc,IQ332124
107527,CytoSorbents Corp.,06J02W-E,cytosorbents corp,IQ628213
354708,"Conagra Brands, Inc.",000F36-E,conagra brands inc,IQ26893
801853,"MoneyGram International, Inc.",05YXKG-E,moneygram international inc,IQ9962209
22247778,Sensata Technologies Holding Plc (21028344),0HGH7H-E,sensata technologies holding plc,IQ82392972
426997,eMagin Corp.,0025F4-E,emagin corp,IQ527181
470932,"Penske Automotive Group, Inc.",0019FP-E,penske automotive group inc,IQ365436
1026108,"e.l.f. Beauty, Inc.",00FYXW-E,elf beauty inc,IQ104554559
1424574,"Guardant Health, Inc.",00FYYJ-E,guardant health inc,IQ256906841
1283933,"Activision Blizzard, Inc.",079SG6-E,activision blizzard inc,IQ4222231
1302930,Whirlpool Corp.,000YVZ-E,whirlpool corp,IQ314515
22142685,Stewart Information Services Corp.,000WYS-E,stewart information services corp,IQ305729
306104,TransUnion,0CD72R-E,transunion,IQ170928919
1362187,"Insmed, Inc.",002T0L-E,insmed inc,IQ29978
1496843,"W.W. Grainger, Inc.",000L76-E,ww grainger inc,IQ276060
1491991,"Advanced Energy Industries, Inc.",00141M-E,advanced energy industries inc,IQ343596
22145415,"Big Lots, Inc.",0038QK-E,big lots inc,IQ26949
439304,"Agilent Technologies, Inc.",002LV5-E,agilent technologies inc,IQ154924
1004367,"Trex Co., Inc.",0026PK-E,trex co inc,IQ231534
722997,"Azenta, Inc.",0011GL-E,azenta inc,
370633,"Wyndham Hotels & Resorts, Inc.",0J7VR6-E,wyndham hotels resorts inc,IQ555811978
813547,"nLIGHT, Inc.",005P7X-E,nlight inc,IQ428918
1006115,The Hershey Co.,000LNJ-E,the hershey co,IQ98873
22172379,"Fidelity National Financial, Inc.",06LK0R-E,fidelity national financial inc,IQ22986276
7503220,"Maxar Technologies, Inc.",0KFCSR-E,maxar technologies inc,IQ31007
692895,"Winnebago Industries, Inc.",000YXH-E,winnebago industries inc,IQ314960
22150501,"SeaWorld Entertainment, Inc.",00F8JT-E,seaworld entertainment inc,IQ864032
1416824,The Toronto-Dominion Bank,00136Q-E,the torontodominion bank,IQ23515
602361,"Intevac, Inc.",0013JQ-E,intevac inc,IQ30216
171190,"RingCentral, Inc.",05MGZP-E,ringcentral inc,IQ2398691
1227803,"Xcel Energy, Inc.",0030MN-E,xcel energy inc,IQ527542
73599,"Ocular Therapeutix, Inc.",0093DV-E,ocular therapeutix inc,IQ41955650
861768,"Fisker, Inc.",0N26QV-E,fisker inc,IQ576777739
20962765,"Wilhelmina International, Inc.",07KW7S-E,wilhelmina international inc,IQ348934
63343,"Teledyne Technologies, Inc.",002MPN-E,teledyne technologies inc,IQ406526
902387,Hess Corp.,000BVL-E,hess corp,IQ249841
1141344,"Quotient Technology, Inc.",05MVFN-E,quotient technology inc,IQ2878904
20924380,"AlliedSignal, Inc.",002Q2X-E,alliedsignal inc,
753532,"Perficient, Inc.",002HH1-E,perficient inc,IQ401591
344857,"Omnicell, Inc.",002XCP-E,omnicell inc,IQ32401
1422815,"Aflac, Inc.",000BMH-E,aflac inc,IQ250178
29397,"Douglas Dynamics, Inc.",09QHM9-E,douglas dynamics inc,IQ4277141
134293,"Predictive Oncology, Inc.",07BBNM-E,predictive oncology inc,IQ50261774
832681,"Lemonade, Inc.",00B63D-E,lemonade inc,IQ318829603
1143189,"Rockwell Automation, Inc.",000VJS-E,rockwell automation inc,IQ300504
627874,"PhaseBio Pharmaceuticals, Inc.",005VP1-E,phasebio pharmaceuticals inc,IQ3564616
1144559,"scPharmaceuticals, Inc.",0DMXVQ-E,scpharmaceuticals inc,IQ247375245
1006102,Tractor Supply Co.,0019FL-E,tractor supply co,IQ329501
332849,Ameren Corp.,000ZPG-E,ameren corp,IQ373264
96204,"Hawkins, Inc.",000LKG-E,hawkins inc,IQ277171
385194,Farmer Brothers Co.,000JGQ-E,farmer brothers co,IQ270566
557755,J&J Snack Foods Corp.,000N7G-E,jj snack foods corp,IQ281651
1014940,"Tattooed Chef, Inc.",0MGF6V-E,tattooed chef inc,IQ528893822
876331,"NewAge, Inc.",0GG0L4-E,newage inc,IQ31095026
6804,"Archrock, Inc.",0094JK-E,archrock inc,IQ362798
865092,"Teleflex, Inc.",000XLT-E,teleflex inc,IQ307430
1073501,"Akamai Technologies, Inc.",002M0S-E,akamai technologies inc,IQ24522
903784,"AbbVie, Inc.",00DYYX-E,abbvie inc,IQ141885706
56698,"Live Nation Entertainment, Inc.",09HB7M-E,live nation entertainment inc,IQ384687
968188,Columbia Sportswear Co.,001WFT-E,columbia sportswear co,IQ384300
1444763,Flex Ltd.,0015XK-E,flex ltd,IQ26510
860320,Ford Motor Co.,000KN2-E,ford motor co,IQ106335
